source_lang,target_lang,model,MRR
nld_Latn,ita_Latn,jinaai/jina-embeddings-v5-text-nano,1.0
bos_Latn,mar_Deva,jinaai/jina-embeddings-v3,1.0
ind_Latn,nld_Latn,jinaai/jina-embeddings-v5-text-small,1.0
ron_Latn,slk_Latn,jinaai/jina-embeddings-v3,1.0
slv_Latn,fra_Latn,jinaai/jina-embeddings-v3,1.0
guj_Gujr,mar_Deva,jinaai/jina-embeddings-v3,1.0
ind_Latn,jpn_Jpan,jinaai/jina-embeddings-v3,1.0
ind_Latn,ita_Latn,jinaai/jina-embeddings-v3,1.0
ind_Latn,eng_Latn,jinaai/jina-embeddings-v3,1.0
ind_Latn,deu_Latn,jinaai/jina-embeddings-v3,1.0
ind_Latn,dan_Latn,jinaai/jina-embeddings-v3,1.0
ind_Latn,cat_Latn,jinaai/jina-embeddings-v3,1.0
ron_Latn,rus_Cyrl,jinaai/jina-embeddings-v3,1.0
bos_Latn,afr_Latn,jinaai/jina-embeddings-v3,1.0
bos_Latn,als_Latn,intfloat/multilingual-e5-large,1.0
bos_Latn,cat_Latn,jinaai/jina-embeddings-v3,1.0
bos_Latn,ces_Latn,jinaai/jina-embeddings-v3,1.0
bos_Latn,dan_Latn,jinaai/jina-embeddings-v3,1.0
bos_Latn,deu_Latn,jinaai/jina-embeddings-v3,1.0
bos_Latn,ell_Grek,jinaai/jina-embeddings-v3,1.0
bos_Latn,eng_Latn,jinaai/jina-embeddings-v3,1.0
bos_Latn,epo_Latn,jinaai/jina-embeddings-v3,1.0
bos_Latn,fra_Latn,jinaai/jina-embeddings-v3,1.0
bos_Latn,glg_Latn,jinaai/jina-embeddings-v3,1.0
bos_Latn,guj_Gujr,jinaai/jina-embeddings-v3,1.0
bos_Latn,hrv_Latn,jinaai/jina-embeddings-v3,1.0
bos_Latn,ita_Latn,jinaai/jina-embeddings-v3,1.0
bos_Latn,jpn_Jpan,jinaai/jina-embeddings-v3,1.0
ron_Latn,por_Latn,jinaai/jina-embeddings-v3,1.0
ron_Latn,ita_Latn,jinaai/jina-embeddings-v3,1.0
nld_Latn,jpn_Jpan,jinaai/jina-embeddings-v3,1.0
ben_Beng,nld_Latn,jinaai/jina-embeddings-v3,1.0
cat_Latn,glg_Latn,jinaai/jina-embeddings-v3,1.0
cat_Latn,hin_Deva,jinaai/jina-embeddings-v3,1.0
slv_Latn,eng_Latn,jinaai/jina-embeddings-v3,1.0
cat_Latn,ita_Latn,jinaai/jina-embeddings-v3,1.0
slk_Latn,epo_Latn,jinaai/jina-embeddings-v3,1.0
hye_Armn,ron_Latn,jinaai/jina-embeddings-v3,1.0
hye_Armn,por_Latn,jinaai/jina-embeddings-v3,1.0
cat_Latn,pol_Latn,jinaai/jina-embeddings-v3,1.0
cat_Latn,ron_Latn,jinaai/jina-embeddings-v3,1.0
cat_Latn,rus_Cyrl,jinaai/jina-embeddings-v3,1.0
cat_Latn,slk_Latn,jinaai/jina-embeddings-v3,1.0
cat_Latn,swe_Latn,jinaai/jina-embeddings-v3,1.0
cat_Latn,tur_Latn,jinaai/jina-embeddings-v3,1.0
cat_Latn,ukr_Cyrl,jinaai/jina-embeddings-v3,1.0
slk_Latn,slv_Latn,jinaai/jina-embeddings-v3,1.0
por_Latn,vie_Latn,jinaai/jina-embeddings-v5-text-nano,1.0
slk_Latn,rus_Cyrl,jinaai/jina-embeddings-v3,1.0
srp_Cyrl,ces_Latn,jinaai/jina-embeddings-v3,1.0
por_Latn,ukr_Cyrl,jinaai/jina-embeddings-v5-text-nano,1.0
por_Latn,tur_Latn,jinaai/jina-embeddings-v3,1.0
hun_Latn,swe_Latn,jinaai/jina-embeddings-v3,1.0
hun_Latn,slk_Latn,jinaai/jina-embeddings-v3,1.0
por_Latn,swe_Latn,jinaai/jina-embeddings-v3,1.0
hun_Latn,por_Latn,jinaai/jina-embeddings-v3,1.0
por_Latn,slv_Latn,jinaai/jina-embeddings-v3,1.0
srp_Cyrl,eng_Latn,jinaai/jina-embeddings-v3,1.0
por_Latn,slk_Latn,jinaai/jina-embeddings-v3,1.0
ces_Latn,afr_Latn,jinaai/jina-embeddings-v3,1.0
ron_Latn,ces_Latn,jinaai/jina-embeddings-v3,1.0
cat_Latn,est_Latn,jinaai/jina-embeddings-v3,1.0
nld_Latn,lvs_Latn,jinaai/jina-embeddings-v3,1.0
cat_Latn,epo_Latn,jinaai/jina-embeddings-v3,1.0
bul_Cyrl,lvs_Latn,jinaai/jina-embeddings-v3,1.0
bul_Cyrl,mkd_Cyrl,jinaai/jina-embeddings-v5-text-nano,1.0
nld_Latn,por_Latn,jinaai/jina-embeddings-v3,1.0
nld_Latn,ron_Latn,jinaai/jina-embeddings-v5-text-nano,1.0
guj_Gujr,ron_Latn,jinaai/jina-embeddings-v3,1.0
nld_Latn,rus_Cyrl,jinaai/jina-embeddings-v5-text-nano,1.0
bul_Cyrl,pol_Latn,jinaai/jina-embeddings-v3,1.0
bul_Cyrl,por_Latn,jinaai/jina-embeddings-v3,1.0
bul_Cyrl,ron_Latn,jinaai/jina-embeddings-v3,1.0
bul_Cyrl,rus_Cyrl,jinaai/jina-embeddings-v3,1.0
ron_Latn,fra_Latn,jinaai/jina-embeddings-v3,1.0
bul_Cyrl,slk_Latn,jinaai/jina-embeddings-v3,1.0
bul_Cyrl,slv_Latn,jinaai/jina-embeddings-v3,1.0
nld_Latn,srp_Cyrl,jinaai/jina-embeddings-v5-text-small,1.0
ron_Latn,epo_Latn,jinaai/jina-embeddings-v3,1.0
ron_Latn,eng_Latn,jinaai/jina-embeddings-v3,1.0
bul_Cyrl,srp_Cyrl,jinaai/jina-embeddings-v3,1.0
nld_Latn,swe_Latn,jinaai/jina-embeddings-v5-text-nano,1.0
bul_Cyrl,swe_Latn,jinaai/jina-embeddings-v3,1.0
ron_Latn,deu_Latn,jinaai/jina-embeddings-v3,1.0
bul_Cyrl,tur_Latn,jinaai/jina-embeddings-v3,1.0
bul_Cyrl,ukr_Cyrl,jinaai/jina-embeddings-v3,1.0
nld_Latn,tur_Latn,jinaai/jina-embeddings-v5-text-nano,1.0
bul_Cyrl,zsm_Latn,jinaai/jina-embeddings-v5-text-small,1.0
hye_Armn,ukr_Cyrl,jinaai/jina-embeddings-v3,1.0
cat_Latn,dan_Latn,jinaai/jina-embeddings-v5-text-small,1.0
cat_Latn,eng_Latn,jinaai/jina-embeddings-v3,1.0
ben_Beng,pan_Guru,jinaai/jina-embeddings-v3,1.0
slv_Latn,deu_Latn,jinaai/jina-embeddings-v3,1.0
mkd_Cyrl,rus_Cyrl,jinaai/jina-embeddings-v3,1.0
glg_Latn,ron_Latn,jinaai/jina-embeddings-v3,1.0
glg_Latn,rus_Cyrl,jinaai/jina-embeddings-v3,1.0
jpn_Jpan,tha_Thai,jinaai/jina-embeddings-v5-text-nano,1.0
jpn_Jpan,swe_Latn,jinaai/jina-embeddings-v3,1.0
slv_Latn,ukr_Cyrl,jinaai/jina-embeddings-v3,1.0
jpn_Jpan,rus_Cyrl,jinaai/jina-embeddings-v5-text-small,1.0
jpn_Jpan,por_Latn,jinaai/jina-embeddings-v5-text-nano,1.0
jpn_Jpan,pol_Latn,jinaai/jina-embeddings-v3,1.0
jpn_Jpan,eng_Latn,jinaai/jina-embeddings-v3,1.0
jpn_Jpan,dan_Latn,jinaai/jina-embeddings-v3,1.0
slv_Latn,swe_Latn,jinaai/jina-embeddings-v3,1.0
zsm_Latn,jpn_Jpan,jinaai/jina-embeddings-v5-text-nano,1.0
zsm_Latn,ita_Latn,jinaai/jina-embeddings-v3,1.0
zsm_Latn,eng_Latn,jinaai/jina-embeddings-v3,1.0
rus_Cyrl,heb_Hebr,jinaai/jina-embeddings-v3,1.0
slv_Latn,srp_Cyrl,jinaai/jina-embeddings-v3,1.0
slv_Latn,slk_Latn,jinaai/jina-embeddings-v3,1.0
slv_Latn,rus_Cyrl,jinaai/jina-embeddings-v3,1.0
slv_Latn,ron_Latn,jinaai/jina-embeddings-v3,1.0
slv_Latn,por_Latn,jinaai/jina-embeddings-v3,1.0
glg_Latn,swe_Latn,jinaai/jina-embeddings-v3,1.0
slv_Latn,pol_Latn,jinaai/jina-embeddings-v3,1.0
slv_Latn,nld_Latn,jinaai/jina-embeddings-v3,1.0
ita_Latn,zsm_Latn,jinaai/jina-embeddings-v3,1.0
glg_Latn,tur_Latn,jinaai/jina-embeddings-v3,1.0
glg_Latn,ukr_Cyrl,jinaai/jina-embeddings-v3,1.0
ita_Latn,vie_Latn,jinaai/jina-embeddings-v5-text-nano,1.0
ita_Latn,ukr_Cyrl,jinaai/jina-embeddings-v3,1.0
jpn_Jpan,zho_Hans,jinaai/jina-embeddings-v5-text-nano,1.0
glg_Latn,por_Latn,jinaai/jina-embeddings-v3,1.0
ita_Latn,tha_Thai,jinaai/jina-embeddings-v5-text-nano,1.0
ast_Latn,ita_Latn,jinaai/jina-embeddings-v3,1.0
rus_Cyrl,nld_Latn,jinaai/jina-embeddings-v3,1.0
mkd_Cyrl,srp_Cyrl,jinaai/jina-embeddings-v3,1.0
swe_Latn,ukr_Cyrl,jinaai/jina-embeddings-v3,1.0
mkd_Cyrl,swe_Latn,jinaai/jina-embeddings-v3,1.0
zsm_Latn,nld_Latn,jinaai/jina-embeddings-v5-text-nano,1.0
swe_Latn,tur_Latn,jinaai/jina-embeddings-v3,1.0
swe_Latn,tha_Thai,jinaai/jina-embeddings-v5-text-small,1.0
swe_Latn,slv_Latn,jinaai/jina-embeddings-v3,1.0
swe_Latn,slk_Latn,jinaai/jina-embeddings-v3,1.0
glg_Latn,eng_Latn,jinaai/jina-embeddings-v3,1.0
glg_Latn,fra_Latn,jinaai/jina-embeddings-v3,1.0
glg_Latn,heb_Hebr,jinaai/jina-embeddings-v3,1.0
glg_Latn,hin_Deva,jinaai/jina-embeddings-v3,1.0
slv_Latn,ces_Latn,jinaai/jina-embeddings-v3,1.0
glg_Latn,ita_Latn,jinaai/jina-embeddings-v3,1.0
glg_Latn,jpn_Jpan,jinaai/jina-embeddings-v3,1.0
rus_Cyrl,jpn_Jpan,jinaai/jina-embeddings-v5-text-nano,1.0
mkd_Cyrl,tur_Latn,jinaai/jina-embeddings-v3,1.0
mkd_Cyrl,ukr_Cyrl,jinaai/jina-embeddings-v3,1.0
rus_Cyrl,ita_Latn,jinaai/jina-embeddings-v3,1.0
kan_Knda,tur_Latn,jinaai/jina-embeddings-v3,1.0
mkd_Cyrl,vie_Latn,jinaai/jina-embeddings-v3,1.0
kan_Knda,hin_Deva,jinaai/jina-embeddings-v3,1.0
ast_Latn,cat_Latn,jinaai/jina-embeddings-v3,1.0
glg_Latn,pol_Latn,jinaai/jina-embeddings-v3,1.0
rus_Cyrl,ind_Latn,jinaai/jina-embeddings-v5-text-nano,1.0
ast_Latn,glg_Latn,jinaai/jina-embeddings-v3,1.0
ita_Latn,tur_Latn,jinaai/jina-embeddings-v3,1.0
eus_Latn,slv_Latn,jinaai/jina-embeddings-v3,1.0
ind_Latn,rus_Cyrl,jinaai/jina-embeddings-v3,1.0
ita_Latn,glg_Latn,jinaai/jina-embeddings-v3,1.0
ita_Latn,epo_Latn,jinaai/jina-embeddings-v3,1.0
guj_Gujr,hye_Armn,jinaai/jina-embeddings-v3,1.0
ron_Latn,vie_Latn,jinaai/jina-embeddings-v3,1.0
ita_Latn,eng_Latn,jinaai/jina-embeddings-v3,1.0
ita_Latn,deu_Latn,jinaai/jina-embeddings-v3,1.0
ita_Latn,dan_Latn,jinaai/jina-embeddings-v5-text-nano,1.0
ita_Latn,ces_Latn,jinaai/jina-embeddings-v3,1.0
ita_Latn,cat_Latn,jinaai/jina-embeddings-v3,1.0
ita_Latn,bel_Cyrl,jinaai/jina-embeddings-v3,1.0
slv_Latn,hrv_Latn,jinaai/jina-embeddings-v3,1.0
bel_Cyrl,nld_Latn,jinaai/jina-embeddings-v3,1.0
bel_Cyrl,pol_Latn,jinaai/jina-embeddings-v3,1.0
ron_Latn,ukr_Cyrl,jinaai/jina-embeddings-v3,1.0
ron_Latn,tur_Latn,jinaai/jina-embeddings-v3,1.0
slv_Latn,dan_Latn,jinaai/jina-embeddings-v3,1.0
eus_Latn,glg_Latn,jinaai/jina-embeddings-v3,1.0
ind_Latn,zsm_Latn,jinaai/jina-embeddings-v3,1.0
ben_Beng,ces_Latn,jinaai/jina-embeddings-v3,1.0
ben_Beng,dan_Latn,jinaai/jina-embeddings-v3,1.0
ben_Beng,eng_Latn,jinaai/jina-embeddings-v3,1.0
ind_Latn,vie_Latn,jinaai/jina-embeddings-v3,1.0
ind_Latn,ukr_Cyrl,jinaai/jina-embeddings-v3,1.0
ind_Latn,tur_Latn,jinaai/jina-embeddings-v3,1.0
eus_Latn,eng_Latn,jinaai/jina-embeddings-v3,1.0
ron_Latn,swe_Latn,jinaai/jina-embeddings-v3,1.0
eus_Latn,deu_Latn,jinaai/jina-embeddings-v3,1.0
ind_Latn,swe_Latn,jinaai/jina-embeddings-v3,1.0
ita_Latn,fra_Latn,jinaai/jina-embeddings-v3,1.0
slv_Latn,hun_Latn,jinaai/jina-embeddings-v3,1.0
ita_Latn,swe_Latn,jinaai/jina-embeddings-v3,1.0
ita_Latn,heb_Hebr,jinaai/jina-embeddings-v3,1.0
eus_Latn,slk_Latn,jinaai/jina-embeddings-v3,1.0
ita_Latn,srp_Cyrl,jinaai/jina-embeddings-v3,1.0
rus_Cyrl,eng_Latn,jinaai/jina-embeddings-v3,1.0
slv_Latn,lvs_Latn,jinaai/jina-embeddings-v3,1.0
ita_Latn,slk_Latn,jinaai/jina-embeddings-v5-text-nano,1.0
rus_Cyrl,deu_Latn,jinaai/jina-embeddings-v3,1.0
rus_Cyrl,dan_Latn,jinaai/jina-embeddings-v3,1.0
eus_Latn,ron_Latn,jinaai/jina-embeddings-v3,1.0
rus_Cyrl,ces_Latn,jinaai/jina-embeddings-v3,1.0
ita_Latn,rus_Cyrl,jinaai/jina-embeddings-v3,1.0
rus_Cyrl,als_Latn,jinaai/jina-embeddings-v3,1.0
ita_Latn,ron_Latn,jinaai/jina-embeddings-v3,1.0
ita_Latn,por_Latn,jinaai/jina-embeddings-v3,1.0
ita_Latn,pol_Latn,jinaai/jina-embeddings-v3,1.0
ita_Latn,nld_Latn,jinaai/jina-embeddings-v5-text-nano,1.0
vie_Latn,eng_Latn,jinaai/jina-embeddings-v3,1.0
ita_Latn,kor_Hang,jinaai/jina-embeddings-v5-text-nano,1.0
slk_Latn,als_Latn,jinaai/jina-embeddings-v3,1.0
slk_Latn,ces_Latn,jinaai/jina-embeddings-v3,1.0
glg_Latn,zsm_Latn,jinaai/jina-embeddings-v5-text-nano,1.0
ita_Latn,jpn_Jpan,jinaai/jina-embeddings-v5-text-nano,1.0
slk_Latn,dan_Latn,jinaai/jina-embeddings-v3,1.0
slk_Latn,deu_Latn,jinaai/jina-embeddings-v3,1.0
eus_Latn,nld_Latn,jinaai/jina-embeddings-v3,1.0
ita_Latn,ind_Latn,jinaai/jina-embeddings-v5-text-nano,1.0
bel_Cyrl,eng_Latn,jinaai/jina-embeddings-v3,1.0
swe_Latn,rus_Cyrl,jinaai/jina-embeddings-v3,1.0
ces_Latn,bel_Cyrl,jinaai/jina-embeddings-v3,1.0
ces_Latn,cat_Latn,jinaai/jina-embeddings-v3,1.0
por_Latn,rus_Cyrl,jinaai/jina-embeddings-v3,1.0
deu_Latn,vie_Latn,jinaai/jina-embeddings-v5-text-small,1.0
srp_Cyrl,slk_Latn,jinaai/jina-embeddings-v3,1.0
deu_Latn,zho_Hans,jinaai/jina-embeddings-v5-text-small,1.0
swe_Latn,fra_Latn,jinaai/jina-embeddings-v5-text-nano,1.0
ukr_Cyrl,swe_Latn,jinaai/jina-embeddings-v3,1.0
ukr_Cyrl,rus_Cyrl,jinaai/jina-embeddings-v3,1.0
ukr_Cyrl,ron_Latn,jinaai/jina-embeddings-v3,1.0
ell_Grek,bel_Cyrl,jinaai/jina-embeddings-v3,1.0
ukr_Cyrl,por_Latn,jinaai/jina-embeddings-v3,1.0
ell_Grek,dan_Latn,jinaai/jina-embeddings-v5-text-small,1.0
ell_Grek,deu_Latn,jinaai/jina-embeddings-v5-text-small,1.0
ell_Grek,eng_Latn,jinaai/jina-embeddings-v5-text-small,1.0
heb_Hebr,kor_Hang,jinaai/jina-embeddings-v3,1.0
ell_Grek,fra_Latn,jinaai/jina-embeddings-v3,1.0
ukr_Cyrl,pol_Latn,jinaai/jina-embeddings-v3,1.0
swe_Latn,eng_Latn,jinaai/jina-embeddings-v3,1.0
ell_Grek,glg_Latn,jinaai/jina-embeddings-v3,1.0
eng_Latn,ukr_Cyrl,jinaai/jina-embeddings-v3,1.0
pol_Latn,rus_Cyrl,jinaai/jina-embeddings-v3,1.0
pol_Latn,ron_Latn,jinaai/jina-embeddings-v3,1.0
ukr_Cyrl,eng_Latn,jinaai/jina-embeddings-v3,1.0
ell_Grek,ind_Latn,jinaai/jina-embeddings-v5-text-small,1.0
ell_Grek,ita_Latn,jinaai/jina-embeddings-v3,1.0
eng_Latn,tur_Latn,jinaai/jina-embeddings-v3,1.0
pol_Latn,por_Latn,jinaai/jina-embeddings-v5-text-nano,1.0
heb_Hebr,hin_Deva,jinaai/jina-embeddings-v3,1.0
heb_Hebr,eng_Latn,jinaai/jina-embeddings-v3,1.0
heb_Hebr,deu_Latn,jinaai/jina-embeddings-v3,1.0
ukr_Cyrl,vie_Latn,jinaai/jina-embeddings-v3,1.0
eng_Latn,zho_Hans,jinaai/jina-embeddings-v5-text-small,1.0
heb_Hebr,ces_Latn,jinaai/jina-embeddings-v3,1.0
deu_Latn,ukr_Cyrl,jinaai/jina-embeddings-v3,1.0
deu_Latn,hin_Deva,jinaai/jina-embeddings-v3,1.0
hin_Deva,eng_Latn,jinaai/jina-embeddings-v3,1.0
deu_Latn,ita_Latn,jinaai/jina-embeddings-v3,1.0
hin_Deva,dan_Latn,jinaai/jina-embeddings-v3,1.0
deu_Latn,jpn_Jpan,jinaai/jina-embeddings-v5-text-small,1.0
epo_Latn,deu_Latn,jinaai/jina-embeddings-v3,1.0
srp_Cyrl,ron_Latn,jinaai/jina-embeddings-v3,1.0
deu_Latn,lvs_Latn,jinaai/jina-embeddings-v3,1.0
epo_Latn,dan_Latn,jinaai/jina-embeddings-v3,1.0
heb_Hebr,tur_Latn,jinaai/jina-embeddings-v3,1.0
deu_Latn,nld_Latn,jinaai/jina-embeddings-v3,1.0
epo_Latn,als_Latn,jinaai/jina-embeddings-v3,1.0
swe_Latn,hrv_Latn,jinaai/jina-embeddings-v3,1.0
pol_Latn,swe_Latn,jinaai/jina-embeddings-v3,1.0
eng_Latn,zsm_Latn,jinaai/jina-embeddings-v3,1.0
deu_Latn,pol_Latn,jinaai/jina-embeddings-v5-text-nano,1.0
deu_Latn,por_Latn,jinaai/jina-embeddings-v3,1.0
deu_Latn,ron_Latn,jinaai/jina-embeddings-v3,1.0
deu_Latn,rus_Cyrl,jinaai/jina-embeddings-v5-text-nano,1.0
deu_Latn,slk_Latn,jinaai/jina-embeddings-v3,1.0
deu_Latn,slv_Latn,jinaai/jina-embeddings-v3,1.0
heb_Hebr,slk_Latn,jinaai/jina-embeddings-v3,1.0
deu_Latn,swe_Latn,jinaai/jina-embeddings-v3,1.0
srp_Cyrl,rus_Cyrl,jinaai/jina-embeddings-v3,1.0
deu_Latn,tha_Thai,jinaai/jina-embeddings-v5-text-nano,1.0
pol_Latn,slv_Latn,jinaai/jina-embeddings-v3,1.0
deu_Latn,tur_Latn,jinaai/jina-embeddings-v3,1.0
heb_Hebr,dan_Latn,jinaai/jina-embeddings-v3,1.0
heb_Hebr,cat_Latn,jinaai/jina-embeddings-v3,1.0
ces_Latn,dan_Latn,jinaai/jina-embeddings-v3,1.0
eng_Latn,hin_Deva,jinaai/jina-embeddings-v3,1.0
pol_Latn,fra_Latn,jinaai/jina-embeddings-v3,1.0
eng_Latn,ind_Latn,jinaai/jina-embeddings-v5-text-nano,1.0
eng_Latn,ita_Latn,jinaai/jina-embeddings-v3,1.0
swe_Latn,deu_Latn,jinaai/jina-embeddings-v3,1.0
eng_Latn,jpn_Jpan,jinaai/jina-embeddings-v3,1.0
tur_Latn,jpn_Jpan,jinaai/jina-embeddings-v3,1.0
tur_Latn,ita_Latn,jinaai/jina-embeddings-v3,1.0
slk_Latn,lvs_Latn,jinaai/jina-embeddings-v3,1.0
pol_Latn,eng_Latn,jinaai/jina-embeddings-v3,1.0
pol_Latn,deu_Latn,jinaai/jina-embeddings-v3,1.0
eng_Latn,kor_Hang,jinaai/jina-embeddings-v5-text-nano,1.0
pol_Latn,dan_Latn,jinaai/jina-embeddings-v3,1.0
pol_Latn,ces_Latn,jinaai/jina-embeddings-v3,1.0
tur_Latn,fra_Latn,jinaai/jina-embeddings-v5-text-nano,1.0
eng_Latn,lvs_Latn,jinaai/jina-embeddings-v3,1.0
tur_Latn,eng_Latn,jinaai/jina-embeddings-v3,1.0
eng_Latn,nld_Latn,jinaai/jina-embeddings-v3,1.0
eng_Latn,swe_Latn,jinaai/jina-embeddings-v3,1.0
eng_Latn,pol_Latn,jinaai/jina-embeddings-v3,1.0
eng_Latn,por_Latn,jinaai/jina-embeddings-v3,1.0
eng_Latn,prs_Arab,jinaai/jina-embeddings-v3,1.0
eng_Latn,ron_Latn,jinaai/jina-embeddings-v3,1.0
slk_Latn,hun_Latn,jinaai/jina-embeddings-v3,1.0
eng_Latn,rus_Cyrl,jinaai/jina-embeddings-v3,1.0
slk_Latn,ind_Latn,jinaai/jina-embeddings-v5-text-nano,1.0
eng_Latn,slk_Latn,jinaai/jina-embeddings-v3,1.0
slk_Latn,ita_Latn,jinaai/jina-embeddings-v5-text-nano,1.0
eng_Latn,hye_Armn,jinaai/jina-embeddings-v3,1.0
eng_Latn,heb_Hebr,jinaai/jina-embeddings-v3,1.0
ell_Grek,pol_Latn,jinaai/jina-embeddings-v3,1.0
srp_Cyrl,vie_Latn,jinaai/jina-embeddings-v3,1.0
ell_Grek,por_Latn,jinaai/jina-embeddings-v3,1.0
ell_Grek,ron_Latn,jinaai/jina-embeddings-v3,1.0
ell_Grek,rus_Cyrl,jinaai/jina-embeddings-v5-text-nano,1.0
pol_Latn,mkd_Cyrl,jinaai/jina-embeddings-v3,1.0
slk_Latn,nld_Latn,jinaai/jina-embeddings-v5-text-nano,1.0
slk_Latn,hin_Deva,jinaai/jina-embeddings-v3,1.0
pol_Latn,jpn_Jpan,jinaai/jina-embeddings-v3,1.0
ell_Grek,swe_Latn,jinaai/jina-embeddings-v3,1.0
srp_Cyrl,swe_Latn,jinaai/jina-embeddings-v3,1.0
pol_Latn,ita_Latn,jinaai/jina-embeddings-v3,1.0
eng_Latn,tha_Thai,jinaai/jina-embeddings-v5-text-nano,1.0
ell_Grek,ukr_Cyrl,jinaai/jina-embeddings-v3,1.0
ell_Grek,zsm_Latn,jinaai/jina-embeddings-v5-text-nano,1.0
srp_Cyrl,tur_Latn,jinaai/jina-embeddings-v3,1.0
eng_Latn,arb_Arab,jinaai/jina-embeddings-v5-text-nano,1.0
eng_Latn,ars_Arab,jinaai/jina-embeddings-v5-text-nano,1.0
eng_Latn,bul_Cyrl,jinaai/jina-embeddings-v3,1.0
eng_Latn,cat_Latn,jinaai/jina-embeddings-v3,1.0
eng_Latn,ces_Latn,jinaai/jina-embeddings-v3,1.0
eng_Latn,dan_Latn,jinaai/jina-embeddings-v3,1.0
eng_Latn,deu_Latn,jinaai/jina-embeddings-v3,1.0
eng_Latn,est_Latn,jinaai/jina-embeddings-v3,1.0
tur_Latn,swe_Latn,jinaai/jina-embeddings-v5-text-nano,1.0
eng_Latn,fra_Latn,jinaai/jina-embeddings-v5-text-nano,1.0
tur_Latn,slk_Latn,jinaai/jina-embeddings-v3,1.0
eng_Latn,glg_Latn,jinaai/jina-embeddings-v3,1.0
tur_Latn,ron_Latn,jinaai/jina-embeddings-v5-text-nano,1.0
deu_Latn,glg_Latn,jinaai/jina-embeddings-v3,1.0
deu_Latn,fra_Latn,jinaai/jina-embeddings-v3,1.0
swe_Latn,ind_Latn,jinaai/jina-embeddings-v5-text-small,1.0
ces_Latn,srp_Cyrl,jinaai/jina-embeddings-v5-text-small,1.0
srp_Cyrl,heb_Hebr,jinaai/jina-embeddings-v3,1.0
ces_Latn,tha_Thai,jinaai/jina-embeddings-v3,1.0
ces_Latn,tur_Latn,jinaai/jina-embeddings-v3,1.0
ces_Latn,ukr_Cyrl,jinaai/jina-embeddings-v5-text-nano,1.0
hrv_Latn,swe_Latn,jinaai/jina-embeddings-v3,1.0
ces_Latn,vie_Latn,jinaai/jina-embeddings-v3,1.0
hrv_Latn,srp_Cyrl,jinaai/jina-embeddings-v5-text-small,1.0
por_Latn,fra_Latn,jinaai/jina-embeddings-v3,1.0
ces_Latn,zsm_Latn,jinaai/jina-embeddings-v3,1.0
hrv_Latn,rus_Cyrl,jinaai/jina-embeddings-v3,1.0
hrv_Latn,ron_Latn,jinaai/jina-embeddings-v3,1.0
hrv_Latn,por_Latn,jinaai/jina-embeddings-v3,1.0
hrv_Latn,pol_Latn,jinaai/jina-embeddings-v3,1.0
epo_Latn,srp_Cyrl,intfloat/multilingual-e5-large,1.0
por_Latn,epo_Latn,jinaai/jina-embeddings-v3,1.0
slk_Latn,ron_Latn,jinaai/jina-embeddings-v3,1.0
swe_Latn,ron_Latn,jinaai/jina-embeddings-v3,1.0
hrv_Latn,jpn_Jpan,jinaai/jina-embeddings-v3,1.0
